X,Timestamp,ID,GENDER,AGE,DATE_OF_BIRTH,0TIO0LITY,COUNTRY_OF_RESIDENCE,ENGLISH_FIRST_LENGUAGE,IF_NOT_ENGLISH_SPECIFY,HIGHEST_LEVEL_EDUCATION,OCCUPATION,DOMI0NT_HAND,DO_YOU_DRIVE,CURRENTLY_LEARNING_DRIVE,CURRENTLY_HOLD_LEARNING_DRIVER_PERMIT,CURRENTLY_HOLD_FULL_DRIVING_LICENSE,RECEIVE_FULL_DRIVING_LICENSE,AGE_STARTED_DRIVING,AVERAGE_KM_MILEAGE_PER_YEAR,HAVE_PE0LTY_POINTS,PE0LTY_POINTS_FOR_WHAT,COLLISIONS_LAST_TWO_YEARS,HOW_MANY_COLLISIONS_LAST_TWO_YEARS,HOW_SERIOUS_COLLISIONS,FOR_HOW_MANY_WERE_CULPABLE,EVER_SMOKED,SMOKE_CURRENTLY,HOW_MANY_YEARS_SMOKING,HOW_MANY_CIGARETTES_PER_WEEK,EVER_DRANK_ALCOHOL,DRINK_CURRENTLY,HOW_MANY_YEARS_DRINKING,HOW_MUCH_UNITS_OF_ALCOHOL_PER_WEEK,PREVIOUSLY_DIAGNOSED_HEALTH_CONDITION_REQUIRING_SIGNIFICANT_LIFESTYLE_CHANGES.,CONSIDER_YOURSELF_RISKTAKER,DEAL_WITH_RISK_AND_UNCERTANTLY_DAILY_BASIS,Admitting.that.your.tastes.are.different.from.those.of.a.friend,Going.camping.in.the.wilderness,Betting.a.day.s.income.at.the.horse.races,Investing.10..of.your.annual.income.in.a.moderate.growth.mutual.fund,Drinking.heavily.at.a.social.function,Taking.some.questio0ble.deductions.on.your.income.tax.return,Disagreeing.with.an.authority.figure.on.a.major.issue,Betting.a.day.s.income.at.a.high.stake.poker.game,Having.an.affair.with.a.married.man.woman,Passing.off.someone.else.s.work.as.your.own,Going.down.a.ski.run.that.is.beyond.your.ability,Investing.5..of.your.annual.income.in.a.very.speculative.stock,Going.whitewater.rafting.at.hight.water.in.the.spring,Betting.a.day.s.income.on.the.outcome.of.a.sporting.event,Engaging.in.unprotected.sex,Revealing.a.friend.s.secret.to.someone.else,Driving.a.car.without.wearing.a.seat.belt,Investing.10..of.your.annual.income.in.a.new.business.venture,Taking.a.skydiving.class,Riding.a.motorcycle.without.a.helmet,Choosing.a.career.that.you.truly.enjoy.over.a.more.secure.one,Speaking.your.mind.about.an.unpopular.issue.in.a.meeting.at.work,Sunbathing.without.sunscreen,Bungee.jumping.off.a.tall.bridge,Piloting.a.small.plane,Walking.home.alone.at.night.in.an.unsafe.area.of.town,Moving.to.a.city.far.away.from.your.extended.family,Starting.a.new.career.in.your.mid.thirties,Leaving.your.young.children.alone.at.home.while.running.an.errand,Not.returning.a.wallet.you.found.that.contains....200,I.plan.tasks.carefully,I.do.things.without.thinking,I.make.up.my.mind.quickly,I.am.happy.go.lucky,I.don.t..pay.attention.,I.have..racing..thoughts,I.plan.trips.well.ahead.of.time,I.am.self.controlled,I.concentrate.easily,I.save.regularly,I..squirm..at.plays.or.lectures,I.am.a.careful.thinker,I.plan.for.job.security,I.say.things.without.thinking,I.like.to.think.about.complex.problems,I.change.jobs,I.act..on.impulse.,I.get.easily.bored.when.solving.thought.problems,I.act.on.the.spur.of.the.moment,I.am.a.steady.thinker,I.change.residences,I.buy.things.on.impulse,I.can.only.think.about.one.thing.at.a.time,I.change.hobbies,I.spend.or.charge.more.than.I.earn,I.often.have.extraneous.thoughts.when.thinking,I.am.more.interested.in.the.present.than.the.future,I.am.restless.at.the.theater.or.lectures,I.like.puzzles,I.am.future.oriented,BIS_Sum,BIS_Attention,BIS_Cog_Instability,BIS_Motor,BIS_Perseverance,BIS_self_control,BIS_Cog_Complexity,DOS_Ethical,DOS_Fin_Investment,DOS_Fin_Gambling,DOS_HealthSafety,DOS_Recreatio0l,DOS_Social,AGE_Precent_Smoking,AGE_Precent_Drinking
377,06/11/2013 12:11,64297,Male,28,03/08/1985,Irish,Ireland,Yes,0,Fourth Level,Accountant,Left handed,Yes,No,No,Yes,2006,20,10000,No,0,0,0,0,0,No,No,0,0,Yes,Yes,10.5,8,No,No,No,6,2,3,5,6,2,5,1,2,2,4,5,2,4,1,4,1,4,1,1,5,4,2,1,4,3,3,5,4,3,2,2,3,3,2,3,3,4,4,3,2,3,4,2,3,2,1,2,2,3,2,0,2,2,2,3,3,2,3,2,0,13,8,0,8,18,14,17,14,8,14,14,28,28,17.5
378,06/11/2013 12:29,64298,Female,28,7/29/84,Irish,Ireland,Yes,0,Third Level (Honours degree),Nurse,Right handed,Yes,No,No,Yes,2003,17,0,No,0,0,0,0,0,Yes,No,4,0,Yes,Yes,12,0,No,No,No,7,7,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,4,4,5,4,1,3,7,4,4,1,2,2,1,3,3,3,1,2,2,1,4,4,4,2,2,1,1,4,2,2,2,0,4,2,2,1,2,2,1,2,0,13,6,0,9,15,10,9,3,3,18,15,27,24,16
379,06/11/2013 12:52,64382,Female,61,11/26/51,Australian,Ireland,Yes,0,Fourth Level,Actor/Entrepaeneur,Right handed,Yes,No,No,Yes,1967,16,6000,No,0,Yes,2,Quite,0,Yes,No,0,0,Yes,Yes,44.5,3,No,No,No,7,7,7,2,1,5,7,7,4,1,1,5,5,7,6,1,5,7,7,1,7,7,1,3,7,5,7,7,1,1,3,2,3,4,1,4,4,3,3,1,3,1,2,4,4,4,4,3,3,4,0,0,3,3,3,3,3,1,3,3,0,12,10,0,0,17,14,13,14,21,19,30,42,61,16.5
380,06/11/2013 13:27,62462,Male,45,05/01/1968,Irish,Ireland,Yes,0,Third Level (Honours degree),Accountant,Left handed,Yes,No,No,Yes,1989,14,12000,No,0,0,0,0,0,No,0,0,0,Yes,No,10,0,No,Yes,Yes,7,7,1,4,1,1,5,0,1,2,6,1,0,0,1,7,1,1,7,6,7,2,6,7,4,7,6,7,1,1,2,2,3,3,2,4,3,3,3,0,2,3,2,2,3,3,3,2,3,3,2,0,2,4,4,3,2,3,3,2,0,13,11,0,9,15,0,13,6,0,22,0,34,45,35
381,06/11/2013 13:45,63011,Male,27,1/25/86,Scottish,Scotland,Yes,0,Third Level (Honours degree),Tour Guide,Left handed,No,No,0,0,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,11.5,3,No,No,No,7,1,1,1,6,5,4,1,1,2,7,1,1,1,7,6,1,1,1,1,6,7,6,1,1,5,1,5,1,6,3,3,2,3,2,3,3,3,3,2,3,3,2,2,3,2,2,2,2,3,4,0,1,1,3,3,2,2,2,3,0,13,7,0,10,16,11,21,3,3,26,12,30,27,15.5
382,06/11/2013 14:40,63012,Female,24,10/13/88,British,Scotland,Yes,0,Fourth Level,0,Right handed,Yes,No,No,Yes,2009,17,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,8,3.5,No,No,No,7,5,1,2,5,1,5,1,2,1,3,2,2,1,7,2,1,1,2,1,5,5,1,2,1,5,3,4,1,2,3,2,2,2,2,3,3,4,2,2,2,3,2,3,3,1,2,2,2,3,2,0,3,1,2,3,2,2,3,2,0,11,7,0,8,18,12,9,5,3,20,15,29,24,16
383,06/12/2013 11:51,37647,Male,37,11/16/75,Irish,Ireland,Yes,0,Fourth Level,Strategist ,Left handed,Yes,Yes,No,Yes,2010,34,10000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,17,20,No,No,Yes,7,4,1,2,6,2,7,1,3,1,2,2,3,2,5,5,1,2,5,1,7,7,1,3,6,6,5,7,1,1,3,2,2,1,2,4,3,2,4,1,4,4,3,2,4,4,2,2,2,4,3,0,2,2,4,3,2,2,1,3,0,16,9,0,12,17,10,13,6,4,20,23,40,37,20
384,06/12/2013 12:08,14997,Male,24,3/21/89,Irish,Ireland,Yes,0,Third Level (Honours degree),Student,Right handed,Yes,No,No,Yes,2006,17,5000,No,0,0,0,0,0,No,No,0,0,Yes,Yes,4,5,Yes,No,No,5,6,5,7,7,6,1,2,2,1,4,6,1,1,2,1,1,1,5,1,7,6,6,4,7,2,1,1,1,1,4,2,3,4,2,1,3,3,4,3,1,3,2,3,1,1,1,1,1,4,1,0,3,1,1,1,2,1,3,2,0,12,3,0,7,18,10,12,14,8,19,27,21,24,20
385,06/12/2013 12:24,64450,Female,40,8/13/73,Irish,Ireland,Yes,0,Fourth Level,webmaster,Left handed,Yes,No,No,Yes,2004,30,20000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,22,8,No,No,No,5,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,5,3,3,1,1,4,1,2,2,2,2,4,3,3,2,2,3,4,2,2,1,2,2,2,3,1,0,2,2,2,2,2,2,2,2,0,12,6,0,6,20,10,6,3,3,14,6,18,40,18
386,06/12/2013 12:46,64438,Female,22,11/19/76,American,USA,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,Yes,No,No,Yes,2008,17,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,3,0,No,No,No,3,2,1,3,5,4,5,1,1,1,1,2,2,1,2,3,1,3,5,2,4,4,6,4,4,3,5,5,2,2,3,1,2,2,2,1,3,3,3,2,3,3,3,2,2,1,1,2,2,3,1,0,2,1,3,2,4,3,4,3,0,14,4,0,7,17,14,13,8,3,19,18,26,22,19
387,06/12/2013 12:48,64448,Male,23,4/24/90,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Team Leader,Right handed,No,No,No,No,0,0,0,No,0,0,0,0,0,Yes,No,0,0,Yes,Yes,7,16,No,No,Yes,7,5,1,6,6,1,5,1,1,1,1,1,1,1,5,5,2,6,1,1,6,6,6,1,1,3,6,6,1,4,4,3,2,3,2,4,4,4,2,1,3,4,1,2,4,4,4,4,3,4,4,0,2,3,1,4,2,1,4,4,0,12,11,0,14,19,15,13,13,3,23,10,36,23,16
388,06/12/2013 13:03,64449,Female,23,02/10/1990,Irish,Ireland,Yes,0,Third Level (Honours degree),cleaner,Right handed,No,No,Yes,No,0,19,0,No,0,No,0,0,0,Yes,No,6.5,0,Yes,Yes,7,6,0,No,No,5,7,1,5,7,5,7,1,2,1,4,3,4,1,2,1,1,5,7,1,6,7,2,7,7,2,7,5,3,4,2,3,4,4,1,4,4,3,4,1,1,3,2,4,4,4,4,1,3,4,4,0,2,4,4,4,2,2,4,4,0,12,12,0,14,18,12,16,13,3,15,36,37,16.5,16
389,06/12/2013 13:15,64443,Female,18,12/13/94,American/Irish,USA,Yes,0,Secondary (Leaving Cert),Sandwich Artist/Student,Right handed,Yes,No,No,Yes,2011,16,5000,No,0,Yes,1,not serious,0,Yes,No,0.5,1,Yes,Yes,2,10,No,Yes,Yes,5,6,5,5,7,3,7,2,7,1,7,2,6,1,1,5,3,1,7,7,7,7,1,7,5,3,7,5,2,6,3,4,4,4,4,4,1,2,3,2,2,2,3,4,4,3,4,3,2,3,4,0,4,4,4,3,2,2,3,3,0,14,11,0,14,15,14,24,8,8,22,38,38,17.5,16
390,06/12/2013 13:20,64235,Female,25,8/20/87,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,No,No,No,No,0,0,0,0,0,No,0,0,0,Yes,Yes,5,140,Yes,No,0,0,No,No,Yes,7,2,6,5,1,2,6,2,2,2,2,2,5,6,4,1,1,3,3,1,7,6,1,1,5,5,7,7,1,1,3,2,2,2,3,4,3,4,1,1,1,3,2,1,2,2,3,2,2,3,2,0,4,3,2,3,2,2,2,2,0,10,10,0,10,16,9,9,10,14,13,18,40,20,25
391,06/12/2013 13:41,64444,Female,48,07/06/1965,American,USA,Yes,0,Third Level (Honours degree),Fi0ncial Services Rep,Right handed,Yes,No,No,Yes,1981,16,20000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,35,7,No,No,Yes,6,3,1,7,2,3,5,1,1,1,5,5,3,1,1,5,1,1,6,1,6,6,1,7,5,2,7,7,1,1,2,4,4,3,2,3,1,3,3,4,3,2,3,3,2,3,3,4,4,2,3,0,1,3,3,3,3,3,2,3,0,13,9,0,10,14,15,12,13,3,8,29,37,48,13
392,06/12/2013 13:59,64257,Female,31,12/22/75,Hungarian,Ireland,No,Hungarian,Fourth Level,Accountant,Right handed,Yes,No,No,Yes,2001,18,10000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,0,1,No,No,No,6,5,2,6,1,1,6,1,1,1,1,2,1,2,1,1,2,2,2,3,7,5,5,1,1,1,2,7,1,1,3,2,3,3,1,3,3,3,3,4,0,3,3,3,4,3,3,1,0,3,3,0,1,3,1,3,4,2,3,3,0,0,9,0,10,18,16,6,10,5,13,11,33,31,31
393,06/12/2013 14:13,64321,Male,27,9/17/85,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),student,Right handed,No,No,No,No,0,0,0,0,0,0,0,0,0,No,No,0,0,Yes,Yes,10,20,No,No,No,7,2,1,1,7,1,1,1,1,1,1,1,3,1,1,5,1,1,5,1,4,3,7,4,1,5,7,4,1,1,3,3,3,3,3,2,3,2,2,1,4,3,1,1,2,3,4,4,4,3,4,0,4,4,3,4,4,3,2,1,0,15,10,0,12,13,13,10,3,3,22,16,26,27,17
394,06/12/2013 14:21,62793,Female,27,09/04/1985,Irish,Ireland,Yes,0,Third Level (Honours degree),physiotherapist,Right handed,Yes,No,No,Yes,2005,17,20000,No,0,0,0,0,0,No,No,0,0,Yes,Yes,10,6,No,No,Yes,5,4,1,5,3,4,3,1,2,3,5,2,5,1,2,2,1,5,6,0,0,1,4,5,5,3,3,5,3,2,4,2,3,2,2,3,4,4,3,4,1,4,4,2,4,2,2,1,2,4,2,0,2,3,1,3,3,3,4,3,0,13,9,0,9,22,16,16,12,3,0,30,0,27,17
395,06/12/2013 14:34,64476,Female,27,5/31/86,Irish,Ireland,Yes,0,Third Level (Honours degree),lecturer,Right handed,No,Yes,Yes,No,0,23,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,9,4,No,No,No,4,3,1,3,5,2,4,2,1,1,3,2,4,3,2,4,2,5,2,1,3,3,1,2,4,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,6,17,18,25,27,18
396,06/12/2013 15:02,64481,Female,21,10/17/91,American,USA,Yes,0,Third Level (Cert/Diploma/General degree),Student,Right handed,Yes,No,No,Yes,0,15,6000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,0,11,No,Yes,No,5,7,1,3,5,1,6,1,1,1,5,2,7,1,1,2,1,3,7,1,6,6,3,7,7,4,7,6,4,1,3,2,2,4,2,2,3,3,3,3,1,4,2,1,4,2,4,0,4,4,2,0,1,4,3,3,3,1,4,2,0,11,9,0,7,16,0,10,8,3,15,40,36,21,21
397,06/12/2013 15:10,64480,Male,33,3/27/80,Spanish,Ireland,No,Spanish,Third Level (Honours degree),Engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33
398,06/12/2013 15:20,64478,Female,30,02/05/1983,Spanish,Spain,No,Spanish,Fourth Level,Teacher,Left handed,No,No,No,Yes,2003,18,0,No,0,No,0,0,0,Yes,Yes,6,42,Yes,Yes,10,7,No,No,No,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20
399,06/12/2013 15:54,64489,Female,21,5/14/92,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,No,No,No,No,0,0,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,6,2.5,No,Yes,No,6,5,1,1,7,1,6,0,1,2,2,1,4,1,7,5,1,1,1,3,7,4,6,1,1,5,6,6,1,4,3,3,3,1,2,4,2,2,1,2,1,3,1,3,2,2,4,4,4,2,2,0,1,3,2,4,2,2,2,4,0,8,11,0,9,14,12,14,3,0,29,14,35,21,15
400,06/12/2013 16:07,64463,Male,29,6/13/83,Irish,Ireland,Yes,0,Third Level (Honours degree),Telecoms engineer,Right handed,Yes,No,No,Yes,2007,23,14000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,13,4.5,No,No,No,7,4,1,7,3,4,5,1,1,1,1,4,1,2,1,2,1,3,4,1,4,4,5,1,7,2,7,5,2,1,4,2,2,3,3,3,3,3,2,3,2,2,3,2,2,3,3,4,1,2,2,0,2,3,2,2,1,2,3,3,0,11,8,0,10,17,13,11,14,4,13,18,32,29,16
401,06/12/2013 16:52,64232,Female,28,3/28/85,German,Ireland,No,0,Third Level (Cert/Diploma/General degree),Lawyer,Right handed,No,0,0,Yes,2003,18,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,10,0,No,No,Yes,7,1,1,1,7,1,4,1,1,4,1,1,1,1,1,7,1,1,1,1,2,4,2,1,1,2,7,2,1,4,4,2,3,1,1,3,4,2,3,4,2,4,4,3,2,1,3,2,1,3,2,0,4,2,2,3,1,2,3,4,0,11,8,0,11,21,12,18,3,3,14,6,26,28,18
402,06/12/2013 16:55,64502,Female,58,8/15/54,American,USA,Yes,0,Fourth Level,retired,Right handed,Yes,No,No,Yes,1970,16,2000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,31,2.5,No,No,No,6,6,1,5,1,1,6,1,1,1,3,2,6,1,1,2,2,4,2,2,6,6,1,1,3,2,3,5,1,1,4,2,3,2,1,2,4,3,3,3,1,4,3,3,3,2,2,2,2,4,2,0,4,2,1,3,2,2,3,2,0,11,7,0,10,21,13,7,11,3,9,21,32,58,27
403,06/12/2013 17:29,64228,Male,34,6/29/79,Polish,Ireland,No,Polish,Third Level (Cert/Diploma/General degree),Risk Mgmt,Right handed,Yes,No,No,Yes,1996,17,15000,No,0,No,0,0,0,Yes,Yes,20,140,Yes,Yes,20,0,No,Yes,Yes,5,7,1,5,6,5,6,1,6,2,3,5,5,3,1,1,5,3,0,6,4,6,6,4,7,6,7,6,3,2,2,2,1,3,1,3,1,4,3,1,1,4,2,2,4,2,2,1,1,3,2,0,1,3,3,3,4,2,3,2,0,10,9,0,7,15,13,19,13,5,30,0,34,14,14
404,06/12/2013 17:37,64227,Female,35,06/06/1978,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Bank Official,Right handed,Yes,No,No,Yes,2005,24,8000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,0,14,Yes,Yes,Yes,7,1,1,1,7,1,7,1,1,1,7,7,4,1,1,2,1,1,7,1,3,6,7,5,5,5,2,6,1,1,4,2,2,3,2,4,3,3,2,4,4,1,3,2,3,3,3,2,3,2,3,0,1,2,1,3,1,2,3,3,0,12,9,0,10,16,13,7,9,3,22,29,31,35,35
405,06/12/2013 17:47,64500,Male,24,5/28/89,Irish,Ireland,Yes,0,Third Level (Honours degree),,Right handed,Yes,No,No,Yes,2010,20,0,No,0,No,0,0,0,No,No,0,0,Yes,No,0,0,No,No,No,6,7,1,3,1,4,3,1,2,2,3,1,5,1,1,1,1,2,4,1,3,2,3,1,0,6,6,6,6,3,3,2,2,2,1,2,4,4,3,3,1,4,3,1,3,0,1,2,0,3,2,0,2,1,1,2,1,2,3,4,0,10,5,0,0,19,12,18,6,3,13,0,26,24,24
4,06/12/2013 17:49,64501,Male,63,7/27/49,American,USA,Yes,0,Fourth Level,Investment Real Estate Broker,Left handed,Yes,No,No,Yes,1965,16,15000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,47,1,No,Yes,Yes,6,7,1,7,1,1,7,1,1,1,1,3,6,1,1,1,1,1,7,1,5,4,3,1,2,2,2,7,0,1,3,1,2,1,3,1,3,4,4,4,1,4,4,2,3,1,2,3,1,3,1,0,3,1,1,2,1,1,3,4,0,12,4,0,9,20,14,0,11,3,9,24,31,63,16
408,06/12/2013 17:54,64487,Female,18,2/25/95,German,Germany,No,German,Secondary (Leaving Cert),Student,Right handed,Yes,No,No,Yes,2012,17,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,1,1,No,Yes,Yes,7,6,3,6,7,4,5,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17
409,06/12/2013 17:55,64499,Female,23,9/27/89,Irish,Ireland,Yes,0,Third Level (Honours degree),None,Right handed,No,Yes,Yes,No,0,22,0,No,0,No,0,0,0,No,No,0,0,Yes,Yes,6,0,No,No,No,5,6,1,1,2,1,3,1,1,1,1,1,3,1,1,3,2,1,6,1,5,5,3,6,1,5,7,5,1,2,4,2,1,3,2,1,4,4,4,4,1,4,4,2,4,2,1,2,1,4,2,0,2,1,1,2,1,1,2,4,0,12,4,0,10,22,13,9,3,3,14,23,30,23,17
410,06/12/2013 18:01,64498,Male,25,8/28/87,American,USA,Yes,0,Third Level (Cert/Diploma/General degree),Military/Student,0,Yes,No,No,Yes,2006,18,12000,No,0,0,0,0,0,Yes,No,0,0,Yes,Yes,9,20,No,No,No,6,7,1,7,6,1,4,1,4,1,1,3,6,1,7,1,1,2,1,1,6,5,6,1,1,4,7,6,1,1,4,1,3,3,1,1,3,4,3,4,2,3,4,2,2,2,1,1,1,3,2,0,2,2,1,2,4,2,2,4,0,11,5,0,10,20,13,9,12,3,25,17,34,25,16
411,06/12/2013 18:03,64455,Female,21,12/11/1991,British,UK,Yes,0,Third Level (Honours degree),Student,Right handed,Yes,No,No,Yes,2009,17,1000,No,0,No,0,0,0,No,No,0,0,Yes,Yes,3.5,2,Yes,Yes,0,7,6,1,1,5,1,6,1,1,1,4,1,1,1,1,2,1,1,3,1,5,5,2,1,4,1,5,4,2,1,2,3,1,3,1,2,4,4,4,4,1,3,3,3,3,3,3,1,2,2,2,0,1,2,1,3,4,1,4,1,0,9,7,0,7,19,16,8,3,3,11,19,32,21,17.5
412,06/12/2013 18:06,61555,Male,21,05/05/1992,Irish,Ireland,Yes,0,Secondary (Leaving Cert),student,Left handed,Yes,No,No,No,2012,18,0,No,0,Yes,1,"not serious (cosmetic damage to part of car, no bodily harm)",1,Yes,Yes,2,50,Yes,Yes,5,8,No,Yes,Yes,6,6,5,7,2,5,5,4,1,1,6,5,4,1,7,5,1,5,7,5,6,6,5,2,5,6,7,6,4,1,2,3,3,3,2,3,2,2,2,4,1,3,2,3,2,3,3,2,3,2,3,0,2,2,2,3,2,3,2,4,0,10,8,0,12,14,12,17,17,10,26,30,36,19,16
413,06/12/2013 18:09,64472,Male,19,3/25/94,Irish,Ireland,Yes,0,Secondary (Leaving Cert),unemployed,Right handed,Yes,Yes,Yes,No,0,18,0,0,0,0,0,0,0,No,0,0,0,Yes,Yes,1,4,0,No,No,7,5,1,1,5,4,5,1,1,2,1,1,1,1,1,3,2,2,1,1,6,6,6,1,1,2,2,4,1,4,4,2,3,1,2,2,4,2,2,2,3,3,1,3,3,1,2,2,2,2,1,0,3,2,2,4,1,2,3,2,0,11,8,0,7,17,11,15,4,3,17,10,30,19,18
414,06/12/2013 18:12,64494,Male,26,5/28/87,American,USA,Yes,0,Third Level (Cert/Diploma/General degree),Military,Right handed,Yes,No,No,Yes,2003,16,12000,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,6,15,No,Yes,Yes,6,7,5,7,7,6,6,5,7,2,7,5,6,4,7,2,2,7,7,5,7,5,5,7,6,5,5,5,4,2,3,2,2,3,2,2,2,4,3,4,3,3,4,2,3,4,3,1,3,4,4,0,4,2,1,2,1,2,3,4,0,14,6,0,16,18,12,23,19,14,31,40,34,26,20
415,06/12/2013 18:14,64471,Female,18,5/26/95,Irish,Ireland,Yes,0,Secondary (Leaving Cert),student,Right handed,No,Yes,No,No,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,4,2,No,Yes,No,6,7,4,5,5,1,5,5,2,2,3,2,6,3,2,5,6,5,1,2,7,6,6,2,5,5,7,6,5,7,1,3,2,2,1,4,3,1,1,3,1,1,1,3,3,3,3,2,3,2,1,0,2,2,2,3,2,1,3,4,0,6,9,0,10,10,13,22,12,12,26,24,37,18,14
416,06/12/2013 18:15,64457,Female,21,04/01/1992,British,UK,Yes,0,Third Level (Honours degree),Student,Right handed,No,Yes,No,No,0,0,0,No,0,No,0,0,0,No,No,0,0,No,No,3,0,No,No,Yes,7,6,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,1,4,7,5,1,1,3,2,2,2,1,2,4,3,3,4,1,3,2,2,3,2,2,1,2,3,2,0,1,2,1,2,2,1,3,1,0,9,6,0,6,17,13,6,8,3,9,11,33,21,18
417,06/12/2013 18:34,64491,Male,23,8/23/89,Irish,Ireland,Yes,0,Secondary (Leaving Cert),Student,Right handed,No,No,Yes,No,0,21,0,No,0,No,0,0,0,Yes,No,0,0,Yes,Yes,3,6,No,No,No,6,2,1,1,5,2,3,1,1,4,1,1,1,2,1,5,1,1,4,1,4,1,1,5,1,4,4,4,2,2,2,2,1,3,2,2,2,3,2,2,3,2,3,2,3,1,2,4,2,2,1,0,4,3,3,2,4,2,1,2,0,11,7,0,8,14,14,16,3,4,13,14,22,23,20
418,06/12/2013 18:41,64256,Male,67,03/03/1945,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),,Right handed,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,Yes,No,0,0,Yes,Yes,40,7,Yes,No,No,3,1,1,5,1,1,5,1,1,1,2,1,1,1,1,2,1,1,1,6,7,7,4,1,1,6,1,4,1,1,3,1,3,2,2,3,2,2,4,1,2,2,4,2,4,1,1,1,1,4,1,0,4,1,2,3,4,2,4,1,0,14,7,0,7,15,14,7,7,3,19,7,27,67,27
419,06/12/2013 18:45,64453,Female,22,0,British,England,Yes,0,Third Level (Honours degree),,Right handed,Yes,No,No,Yes,2008,18,1000,No,0,No,0,0,0,No,No,0,0,Yes,0,4,3,No,No,No,7,6,1,0,3,1,4,1,1,1,5,1,2,1,1,5,1,4,3,1,6,5,3,1,4,1,7,4,1,1,3,2,2,4,2,1,2,4,3,2,1,3,2,2,4,1,1,2,2,3,2,0,1,2,1,2,2,1,2,3,0,10,5,0,7,16,12,10,0,3,10,21,33,22,18
420,06/12/2013 18:46,64255,Female,64,4/20/49,Irish,Ireland,Yes,0,Third Level (Cert/Diploma/General degree),Researcher,Right handed,Yes,No,No,Yes,1978,20,10000,Yes,speeding,Yes,1,not serious,0,No,No,0,0,Yes,Yes,40,5,No,No,No,5,7,1,3,2,1,1,1,1,1,6,1,5,1,1,1,1,1,5,3,7,7,2,3,5,5,7,7,2,1,4,1,1,4,1,2,4,4,4,4,1,4,4,4,0,2,2,2,2,4,1,0,1,2,1,2,4,1,1,3,0,11,6,0,7,24,0,7,5,3,14,31,34,64,24
421,6/13/13 11:59,64442,Male,24,12/23/88,Irish,Ireland,Yes,0,Secondary (Inter/Junior Cert),unemployed,Right handed,No,No,No,No,0,0,8000,No,0,No,0,0,0,Yes,Yes,6,70,Yes,No,0,0,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24
